0 	 4.15633e+15 	 4.04415e+15 	 8.51686e+15 	 -81.6221 	 32.559 	 11574.1 	 -5.06892e-05 	 0 	 -160.423
1e-05 	 4.95638e+15 	 4.76395e+15 	 1.06603e+16 	 23.6315 	 -8.88245 	 -21383.9 	 -0.000150603 	 0.00160423 	 -245.469
2e-05 	 5.52749e+15 	 5.09546e+15 	 1.04113e+16 	 54.8427 	 -78.7425 	 -25704.2 	 3.39158e-05 	 0.00490938 	 -311.363
3e-05 	 5.12085e+15 	 5.22336e+15 	 1.02747e+16 	 -77.1623 	 -34.9004 	 -18861.9 	 1.11347e-05 	 0.00783148 	 -285.923
4e-05 	 5.27406e+15 	 4.95513e+15 	 1.0628e+16 	 -25.6685 	 35.3776 	 24838.6 	 -6.38888e-05 	 0.0106278 	 -315.713
5e-05 	 4.99746e+15 	 4.8539e+15 	 9.89702e+15 	 46.5478 	 12.3358 	 -6586.38 	 -7.31502e-06 	 0.0141457 	 -355.922
6e-05 	 5.21206e+15 	 5.31391e+15 	 9.98378e+15 	 122.958 	 132.552 	 27446.3 	 8.68677e-05 	 0.0177463 	 -310.998
7e-05 	 4.86907e+15 	 4.26218e+15 	 9.70972e+15 	 50.3571 	 142.73 	 46551.6 	 -9.26816e-05 	 0.0203657 	 -314.281
8e-05 	 5.63267e+15 	 4.66823e+15 	 9.4146e+15 	 10.7313 	 -18.4833 	 21945.5 	 0.000142001 	 0.0240319 	 -286.43
9e-05 	 4.58898e+15 	 5.04663e+15 	 9.99993e+15 	 -49.4424 	 41.1618 	 -1313.68 	 -5.83698e-05 	 0.0260943 	 -239.203
0.0001 	 4.52522e+15 	 5.07301e+15 	 1.03304e+16 	 -56.1524 	 -50.2138 	 -8334.39 	 -0.000117305 	 0.028816 	 -338.408
0.00011 	 6.10999e+15 	 4.79483e+15 	 1.16232e+16 	 -29.3953 	 14.4685 	 14459.7 	 -0.000115098 	 0.0328625 	 -469.647
0.00012 	 5.38857e+15 	 4.31849e+15 	 1.05589e+16 	 -100.059 	 70.1296 	 -11953.7 	 -0.00013648 	 0.0382089 	 -611.714
0.00013 	 4.7124e+15 	 5.00306e+15 	 9.55415e+15 	 -72.2208 	 -1.55114 	 -49496.5 	 2.58454e-05 	 0.0450967 	 -674.19
0.00014 	 4.90785e+15 	 4.8994e+15 	 9.85988e+15 	 10.885 	 96.6626 	 2408.12 	 -8.43155e-06 	 0.0516927 	 -664.356
0.00015 	 4.85632e+15 	 4.9206e+15 	 1.0229e+16 	 -63.174 	 23.9173 	 16466.7 	 -7.24272e-05 	 0.0583839 	 -710.018
0.00016 	 5.51831e+15 	 5.43801e+15 	 9.17081e+15 	 -26.2855 	 61.7291 	 28.5761 	 0.000286069 	 0.065893 	 -589.373
0.00017 	 5.6736e+15 	 4.94378e+15 	 9.88834e+15 	 2.75317 	 71.5544 	 -2514.08 	 0.000116805 	 0.0701713 	 -361.868
0.00018 	 5.1319e+15 	 5.3279e+15 	 9.92177e+15 	 -10.9128 	 5.65981 	 27165.5 	 8.62035e-05 	 0.0731304 	 -247.229
0.00019 	 4.8686e+15 	 4.81994e+15 	 9.62917e+15 	 -53.5413 	 46.548 	 -21495.2 	 9.51304e-06 	 0.0751159 	 -193.177
0.0002 	 4.68861e+15 	 5.25382e+15 	 1.01277e+16 	 -128.375 	 40.7278 	 -19928.3 	 -2.96793e-05 	 0.076994 	 -204.565
0.00021 	 5.65522e+15 	 4.84847e+15 	 1.02615e+16 	 -36.2142 	 55.5981 	 -5325.31 	 3.87974e-05 	 0.0792072 	 -199.416
0.00022 	 4.92026e+15 	 4.99959e+15 	 1.00756e+16 	 -29.6926 	 17.5261 	 6670.73 	 -2.49584e-05 	 0.0809823 	 -191.601
0.00023 	 4.57934e+15 	 4.47484e+15 	 9.89759e+15 	 -41.5417 	 -52.4777 	 -15989.3 	 -0.00013513 	 0.0830392 	 -282.004
0.00024 	 5.65353e+15 	 4.52809e+15 	 9.92356e+15 	 -61.7593 	 -81.0482 	 -20390.2 	 4.13449e-05 	 0.0866224 	 -334.965
0.00025 	 5.97249e+15 	 4.52864e+15 	 1.0445e+16 	 -66.9525 	 -8.3301 	 -9880.84 	 8.98671e-06 	 0.0897385 	 -306.542
0.00026 	 5.14318e+15 	 4.89278e+15 	 8.93366e+15 	 -19.37 	 -61.7953 	 8755.64 	 0.000176608 	 0.0927532 	 -201.736
0.00027 	 5.6648e+15 	 5.58785e+15 	 1.02402e+16 	 3.22276 	 -64.6735 	 -26010.3 	 0.000162211 	 0.0937732 	 -10.4032
0.00028 	 4.75827e+15 	 5.75198e+15 	 9.61961e+15 	 -61.874 	 8.43486 	 -26875.8 	 0.000142695 	 0.0929613 	 161.779
0.00029 	 4.31414e+15 	 4.72206e+15 	 1.11681e+16 	 -3.74404 	 -12.1512 	 -22822.6 	 -0.000341562 	 0.0905377 	 49.4782
0.0003 	 5.78668e+15 	 5.36172e+15 	 1.13447e+16 	 34.893 	 -90.9963 	 -23428.6 	 -3.14451e-05 	 0.0919717 	 -161.16
0.00031 	 5.05865e+15 	 4.69319e+15 	 1.02123e+16 	 -16.7007 	 -49.1751 	 -382.617 	 -7.37734e-05 	 0.0937609 	 -220.578
0.00032 	 4.43242e+15 	 4.26749e+15 	 9.64037e+15 	 -107.717 	 57.6336 	 22500.4 	 -0.00015068 	 0.0963833 	 -347.328
0.00033 	 5.08309e+15 	 4.60024e+15 	 1.09805e+16 	 -33.1104 	 -51.8607 	 16878.6 	 -0.000207832 	 0.100707 	 -549.781
0.00034 	 4.86141e+15 	 4.94637e+15 	 1.03885e+16 	 -6.45699 	 -62.5464 	 25675.2 	 -9.30471e-05 	 0.107379 	 -719.689
0.00035 	 5.23971e+15 	 4.77647e+15 	 1.05679e+16 	 31.1169 	 -77.7338 	 9097.55 	 -8.83921e-05 	 0.115101 	 -822.148
0.00036 	 5.16164e+15 	 4.77619e+15 	 1.0676e+16 	 20.6158 	 15.1613 	 -8646.83 	 -0.000118274 	 0.123822 	 -938.854
0.00037 	 5.01719e+15 	 4.34464e+15 	 1.0921e+16 	 26.8897 	 27.3922 	 15396.2 	 -0.000249799 	 0.133878 	 -1146.71
0.00038 	 4.49182e+15 	 4.45724e+15 	 1.00783e+16 	 83.9743 	 20.0138 	 -11873.1 	 -0.00018092 	 0.146756 	 -1389.93
0.00039 	 4.98997e+15 	 5.33004e+15 	 9.32635e+15 	 20.3929 	 93.095 	 -11082.7 	 0.000159202 	 0.161677 	 -1402.2
0.0004 	 4.61329e+15 	 5.58046e+15 	 9.58528e+15 	 -28.0049 	 87.9092 	 -8668.47 	 9.74866e-05 	 0.1748 	 -1257.25
0.00041 	 4.5218e+15 	 5.84809e+15 	 9.78459e+15 	 0.511685 	 -108.409 	 1578.86 	 9.37753e-05 	 0.186822 	 -1149.24
0.00042 	 4.70489e+15 	 5.51667e+15 	 9.64773e+15 	 -41.2314 	 54.2887 	 -24640.3 	 9.19385e-05 	 0.197785 	 -1044.37
0.00043 	 5.10211e+15 	 5.08144e+15 	 9.6556e+15 	 -65.0277 	 -11.894 	 -12025.7 	 8.45867e-05 	 0.207709 	 -944.682
0.00044 	 5.84709e+15 	 4.77486e+15 	 1.05828e+16 	 31.3368 	 14.9083 	 -9339.82 	 6.26535e-06 	 0.216678 	 -893.377
0.00045 	 5.66658e+15 	 4.67622e+15 	 1.00662e+16 	 13.6694 	 -62.4857 	 45190 	 4.43132e-05 	 0.225577 	 -864.815
0.00046 	 5.3953e+15 	 5.22872e+15 	 1.01313e+16 	 20.0855 	 48.2485 	 24237.2 	 7.89384e-05 	 0.233975 	 -795.214
